id,name,set_name,rarity,type,supertype,color,cost,might,tags,effect,flavor,promo,banned,errata,url
OGN-253-P,"Darius, Hand of Noxus (Origins Release Event Promo)",Origins,Rare,Legend,,Fury; Order,,,Darius,"{Exhaust}: [Reaction], [Legion] — [Add] {1 Energy}. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",,True,False,,https://riftbound.gg/cards/ogn-253-p-darius-hand-of-noxus/
OGN-254,Noxian Guillotine,Origins,Epic,Spell,Signature,Fury; Order,4,,Darius,"[Action] (Play on your turn or in showdowns.)
Choose a unit. Kill it the next time it takes damage this turn.
[Legion] — Kill it now instead. (Get the effect if you've played another card this turn.)",,False,False,,https://riftbound.gg/cards/ogn-254-noxian-guillotine/
OGN-255,Ahri - Nine-Tailed Fox,Origins,Rare,Legend,Champion,Calm; Mind,,,Ahri,"When an enemy unit attacks a battlefield you control, give it -1 {Might} this turn, to a minimum of 1 {Might}.",,False,False,,https://riftbound.gg/cards/ogn-255-ahri-nine-tailed-fox/
OGN-255-P,Ahri - Nine-Tailed Fox (Origins Release Event Promo),Origins,Rare,Legend,,Calm; Mind,,,Ahri,"When an enemy unit attacks a battlefield you control, give it -1 {Might} this turn, to a minimum of 1 {Might}.",,True,False,,https://riftbound.gg/cards/ogn-255-p-ahri-nine-tailed-fox/
OGN-256,Fox-Fire,Origins,Epic,Spell,Signature,Calm; Mind,3,,Ahri,"[Hidden] (Hide now for {Any Rune} to react with later for {0 Energy}.)
[Action] (Play on your turn or in showdowns.)
Kill any number of units at a battlefield with total Might 4 or less.",,False,False,,https://riftbound.gg/cards/ogn-256-fox-fire/
OGN-257,Lee Sin - Blind Monk,Origins,Rare,Legend,,Calm; Body,,,Lee Sin,"{1 Energy}, {Exhaust}: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 {Might} buff.)",,False,False,,https://riftbound.gg/cards/ogn-257-lee-sin-blind-monk/
OGN-257-P,Lee Sin - Blind Monk (Origins Release Event Promo),Origins,Rare,Legend,,Calm; Body,,,Lee Sin,"{1 Energy}, {Exhaust}: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 {Might} buff.)",,True,False,,https://riftbound.gg/cards/ogn-257-p-lee-sin-blind-monk/
OGN-258,Dragon's Rage,Origins,Epic,Spell,Signature,Calm; Body,4,,Lee Sin,Move an enemy unit. Then choose another enemy unit at its destination. They deal damage equal to their Mights to each other.,,False,False,Move an enemy unit. Then do this: Choose another enemy unit at its destination. They deal damage equal to their Mights to each other.,https://riftbound.gg/cards/ogn-258-dragons-rage/
OGN-259,Yasuo - Unforgiven,Origins,Rare,Legend,Champion,Calm; Chaos,,,Yasuo,"{2 Energy}, {Exhaust}: Move a friendly unit to or from its base.",,False,False,"{2 Energy}, {Exhaust}: Move a friendly unit to or from its base.",https://riftbound.gg/cards/ogn-259-yasuo-unforgiven/
OGN-259-P,Yasuo - Unforgiven (Origins Release Event Promo),Origins,Rare,Legend,,Calm; Chaos,,,Yasuo,"{2 Energy}, {Exhaust}: Move a friendly unit to or from your base.",,True,False,"{2 Energy}, {Exhaust}: Move a friendly unit to or from its base.",https://riftbound.gg/cards/ogn-259-p-yasuo-unforgiven/
OGN-260,Last Breath,Origins,Epic,Spell,Signature,Calm; Chaos,3,,Yasuo,"[Action] (Play on your turn or in showdowns.)
Ready a friendly unit. It deals damage equal to its Might to an enemy unit at a battlefield.",,False,False,,https://riftbound.gg/cards/ogn-260-last-breath/
OGN-261,Leona - Radiant Dawn,Origins,Rare,Legend,,Calm; Order,,,Leona,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 {Might} buff.)",,False,False,,https://riftbound.gg/cards/ogn-261-leona-radiant-dawn/
OGN-261-P,Leona - Radiant Dawn (Origins Release Event Promo),Origins,Rare,Legend,,Calm; Order,,,Leona,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 {Might} buff.)",,True,False,,https://riftbound.gg/cards/ogn-261-p-leona-radiant-dawn/
OGN-262,Zenith Blade,Origins,Epic,Spell,Signature,Calm; Order,3,,Leona,"[Action] (Play on your turn or in showdowns.)
Stun an enemy unit at a battlefield. You may move a friendly unit to that enemy unit's battlefield. (A stunned unit doesn't deal combat damage this turn.)",,False,False,,https://riftbound.gg/cards/ogn-262-zenith-blade/
OGN-263,Teemo - Swift Scout,Origins,Rare,Legend,,Mind; Chaos,,,Teemo,"You may pay {1 Energy} to hide a card with [Hidden] instead of {Any Rune}.
{1 Energy}, {Exhaust}: Put a Teemo unit you own into your hand from your Champion Zone or the board.",,False,False,,https://riftbound.gg/cards/ogn-263-teemo-swift-scout/
OGN-263-P,Teemo - Swift Scout (Origins Release Event Promo),Origins,Rare,Legend,,Mind; Chaos,,,Teemo,"You may pay {1 Energy} to hide a card with [Hidden] instead of {Any Rune}.
{1 Energy}, {Exhaust}: Put a Teemo unit you own into your hand from your Champion Zone or the board.",,True,False,,https://riftbound.gg/cards/ogn-263-p-teemo-swift-scout/
OGN-263-a,"Teemo - Swift Scout (Worlds Bundle 2025 
Promo)",Origins,Showcase,Legend,,Mind; Chaos,,,Teemo,"You may pay {1 Energy} to hide a card with [Hidden] instead of {Any Rune}.
{1 Energy}, {Exhaust}: Put a Teemo unit you own into your hand from your Champion Zone or the board.",,True,False,,https://riftbound.gg/cards/ogn-263-a-teemo-swift-scout/
OGN-264,Guerilla Warfare,Origins,Epic,Spell,Signature,Mind; Chaos,2,,Teemo,Return up to two cards with [Hidden] from your trash to your hand. You can hide cards ignoring costs this turn.,,False,False,,https://riftbound.gg/cards/ogn-264-guerilla-warfare/
OGN-265,Viktor - Herald of the Arcane,Origins,Rare,Legend,,Mind; Order,,,Viktor,"{1 Energy}, {Exhaust}: Play a 1 {Might} Recruit unit token.",,False,False,,https://riftbound.gg/cards/ogn-265-viktor-herald-of-the-arcane/
OGN-265-P,Viktor - Herald of the Arcane (Origins Release Event Promo),Origins,Rare,Legend,,Mind; Order,,,Viktor,"{1 Energy}, {Exhaust}: Play a 1 {Might} Recruit unit token.",,True,False,,https://riftbound.gg/cards/ogn-265-p-viktor-herald-of-the-arcane/
OGN-266,Siphon Power,Origins,Epic,Spell,Signature,Mind; Order,2,,Viktor,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a battlefield. Give friendly units there +1 {Might} this turn and enemy units there -1 {Might} this turn, to a minimum of 1 {Might}.",,False,False,,https://riftbound.gg/cards/ogn-266-siphon-power/
OGN-267,Miss Fortune - Bounty Hunter,Origins,Rare,Legend,Champion,Body; Chaos,,,Miss Fortune,{Exhaust}: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),,False,False,,https://riftbound.gg/cards/ogn-267-miss-fortune-bounty-hunter/
OGN-267-P,"Miss Fortune, Bounty Hunter (Origins Release Event Promo)",Origins,Rare,Legend,,Body; Chaos,,,Miss Fortune,{Exhaust}: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),,True,False,,https://riftbound.gg/cards/ogn-267-p-miss-fortune-bounty-hunter/
OGN-268,Bullet Time,Origins,Epic,Spell,Signature,Body; Chaos,1,,Miss Fortune,"[Action] (Play on your turn or in showdowns.)
Pay any amount of {Any Rune} to deal that much damage to all enemy units at a battlefield.",,False,False,,https://riftbound.gg/cards/ogn-268-bullet-time/
OGN-269,Sett - The Boss,Origins,Rare,Legend,,Body; Order,,,Sett,"When a buffed unit you control would die, you may pay {Any Rune} and exhaust me to spend its buff and recall it exhausted instead. (Send it to base. This isn't a move.)
When you conquer, ready me.",,False,False,"If a buffed unit you control would die, you may pay {Any Rune}, exhaust me, and spend its buff to heal it, exhaust it, and recall it instead. (Send it to base. This isn't a move.)
When you conquer, ready me.",https://riftbound.gg/cards/ogn-269-sett-the-boss/
OGN-269-P,Sett - The Boss (Origins Release Event Promo),Origins,Rare,Legend,,Body; Order,,,Sett,"When a buffed unit you control would die, you may pay {Any Rune} and exhaust me to spend its buff and recall it exhausted instead. (Send it to base. This isn't a move.)
When you conquer, ready me.",,True,False,"If a buffed unit you control would die, you may pay {Any Rune}, exhaust me, and spend its buff to heal it, exhaust it, and recall it instead. (Send it to base. This isn't a move.)
When you conquer, ready me.",https://riftbound.gg/cards/ogn-269-p-sett-the-boss/
OGN-270,Showstopper,Origins,Epic,Spell,Signature,Body; Order,1,,Sett,"Buff a friendly unit in your base, then move it to a battlefield. (If it doesn't have a buff, it gets a +1 {Might} buff.)",,False,False,,https://riftbound.gg/cards/ogn-270-showstopper/
OGN-271,Recruit // Buff,Origins,Common,Unit,Token,Colorless,0,1,Recruit,,“To strike against any of us is to strike against all of us!”,False,False,,https://riftbound.gg/cards/ogn-271-recruit/
OGN-271a,Recruit // Buff (TFT Promo),Origins,Common,Unit,Token,Colorless,0,1,Recruit,,,True,False,,https://riftbound.gg/cards/ogn-271a-recruit/
OGN-272,Recruit // Buff (NX),Origins,Common,Unit,Token,Colorless,0,1,Recruit,,“Few earn the right to call themselves Trifarian.”,False,False,,https://riftbound.gg/cards/ogn-272-recruit/
OGN-273,Recruit // Buff (ZN),Origins,Common,Unit,Token,Colorless,0,1,Recruit,,“We are the future.”,False,False,,https://riftbound.gg/cards/ogn-273-recruit/
OGN-274,Sprite // Buff,Origins,Common,Unit,Token,Colorless,0,3,Fae,"[Temporary] (Kill me at the start of your Beginning Phase, before scoring.)","Dreams rarely linger, but the dreamer is still changed.",False,False,,https://riftbound.gg/cards/ogn-274-sprite/
OGN-275,Altar to Unity,Origins,Uncommon,Battlefield,,Colorless,,,,"When you hold here, play a 1 {Might} Recruit unit token in your base.",,False,False,,https://riftbound.gg/cards/ogn-275-altar-to-unity/
OGN-275a,Altar to Unity (Teamfight Tactics Paris Open Promo),Origins,Showcase,Battlefield,,Colorless,,,,"When you hold here, play a 1 {Might} Recruit unit token in your base.",,True,False,,https://riftbound.gg/cards/ogn-275a-altar-to-unity/
OGN-276,Aspirant's Climb,Origins,Uncommon,Battlefield,,Colorless,,,,Increase the points needed to win the game by 1.,,False,False,,https://riftbound.gg/cards/ogn-276-aspirants-climb/
OGN-276a,Aspirant's Climb (Worlds Bundle 2025 Promo),Origins,Showcase,Battlefield,,Colorless,,,,Increase the points needed to win the game by 1.,,True,False,,https://riftbound.gg/cards/ogn-276a-aspirants-climb/
OGN-277,Back-Alley Bar,Origins,Uncommon,Battlefield,,Colorless,,,,"When a unit moves from here, give it +1 {Might} this turn.",,False,False,,https://riftbound.gg/cards/ogn-277-back-alley-bar/
OGN-278,Bandle Tree,Origins,Uncommon,Battlefield,,Colorless,,,,You may hide an additional card here.,,False,False,,https://riftbound.gg/cards/ogn-278-bandle-tree/
OGN-278a,Bandle Tree (Worlds Bundle 2025 Promo),Origins,Showcase,Battlefield,,Colorless,,,,You may hide an additional card here.,,True,False,,https://riftbound.gg/cards/ogn-278a-bandle-tree/
OGN-279,Fortified Position,Origins,Uncommon,Battlefield,,Colorless,,,,"When you defend here, choose a unit. It gains [Shield 2] this combat. (+2 {Might} while it's a defender.)",,False,False,,https://riftbound.gg/cards/ogn-279-fortified-position/
OGN-279/298,Fortified Position (Oversized),Origins Proving Grounds,Uncommon,Battlefield,,Colorless,,,,"When you defend here, choose a unit. It gains SHIELD 2 this combat. (+2 might while It's a defender.)",,True,False,,https://riftbound.gg/cards/ogn-279298-fortified-position-oversized/
OGN-280,Grove of the God-Willow,Origins,Uncommon,Battlefield,,Colorless,,,,"When you hold here, draw 1.",,False,False,,https://riftbound.gg/cards/ogn-280-grove-of-the-god-willow/
OGN-281,Hallowed Tomb,Origins,Uncommon,Battlefield,,Colorless,,,,"When you hold here, you may return your Chosen Champion from your trash to your Champion Zone if it is empty.",,False,False,,https://riftbound.gg/cards/ogn-281-hallowed-tomb/
OGN-282,Monastery of Hirana,Origins,Uncommon,Battlefield,,Colorless,,,,"When you conquer here, you may spend a buff to draw 1.",,False,False,,https://riftbound.gg/cards/ogn-282-monastery-of-hirana/
OGN-283,Navori Fighting Pit,Origins,Uncommon,Battlefield,,Colorless,,,,"When you hold here, buff a unit here. (If it doesn't have a buff, it gets a +1 {Might} buff.)",,False,False,,https://riftbound.gg/cards/ogn-283-navori-fighting-pit/
OGN-284,Obelisk of Power,Origins,Uncommon,Battlefield,,Colorless,,,,"At the start of each player's first Beginning Phase, that player channels 1 rune.",,False,True,,https://riftbound.gg/cards/ogn-284-obelisk-of-power/
OGN-285,Reaver's Row,Origins,Uncommon,Battlefield,,Colorless,,,,"When you defend here, you may move a friendly unit here to base.",,False,True,,https://riftbound.gg/cards/ogn-285-reavers-row/
OGN-286,Reckoner's Arena,Origins,Uncommon,Battlefield,,Colorless,,,,"When you hold here, activate the conquer effects of units here.",,False,False,,https://riftbound.gg/cards/ogn-286-reckoners-arena/
OGN-287,Sigil of the Storm,Origins,Uncommon,Battlefield,,Colorless,,,,"When you conquer here, recycle one of your runes.",,False,False,"When you conquer here, you must recycle one of your runes. (This doesn’t choose anything.)",https://riftbound.gg/cards/ogn-287-sigil-of-the-storm/
OGN-288,Startipped Peak,Origins,Uncommon,Battlefield,,Colorless,,,,"When you hold here, you may channel 1 rune exhausted.",,False,False,,https://riftbound.gg/cards/ogn-288-startipped-peak/
OGN-288/298,Startipped Peak (Oversized),Origins Proving Grounds,Uncommon,Battlefield,,Colorless,,,,"When you hold here, you may channel 1 rune exhausted.",,True,False,,https://riftbound.gg/cards/ogn-288298-startipped-peak-oversized/
OGN-289,Targon's Peak,Origins,Uncommon,Battlefield,,Colorless,,,,"When you conquer here, ready 2 runes at the end of this turn.",,False,False,"When you conquer here, ready up to 2 runes at the end of this turn.",https://riftbound.gg/cards/ogn-289-targons-peak/
OGN-290,The Arena's Greatest,Origins,Uncommon,Battlefield,,Colorless,,,,"At the start of each player's first Beginning Phase, that player gains 1 point.",,False,False,,https://riftbound.gg/cards/ogn-290-the-arenas-greatest/
OGN-291,The Candlelit Sanctum,Origins,Uncommon,Battlefield,,Colorless,,,,"When you conquer here, look at the top two cards of your Main Deck. You may recycle one or both of them. Put those you don't back in any order.",,False,False,,https://riftbound.gg/cards/ogn-291-the-candlelit-sanctum/
OGN-292,The Dreaming Tree,Origins,Uncommon,Battlefield,,Colorless,,,,"When a player chooses a friendly unit here with a spell for the first time each turn, they draw 1.",,False,True,"When a player chooses a friendly unit here with a spell for the first time each turn, they draw 1.",https://riftbound.gg/cards/ogn-292-the-dreaming-tree/
OGN-293,The Grand Plaza,Origins,Uncommon,Battlefield,,Colorless,,,,"When you hold here, if you have 7+ units here, you win the game.",,False,False,,https://riftbound.gg/cards/ogn-293-the-grand-plaza/
OGN-293a,The Grand Plaza (Worlds Bundle 2025 Promo),Origins,Showcase,Battlefield,,Colorless,,,,"When you hold here, if you have 7+ units here, you win the game.",,True,False,,https://riftbound.gg/cards/ogn-293a-the-grand-plaza/
OGN-294,Trifarian War Camp,Origins,Uncommon,Battlefield,,Colorless,,,,Units here have +1 {Might}. (This includes attackers.),,False,False,,https://riftbound.gg/cards/ogn-294-trifarian-war-camp/
OGN-294/298,Trifarian War Camp (Oversized),Origins Proving Grounds,Uncommon,Battlefield,,Colorless,,,,Units here have +1 [might] . (Including attackers.),,True,False,,https://riftbound.gg/cards/ogn-294298-trifarian-war-camp-oversized/
OGN-295,Vilemaw's Lair,Origins,Uncommon,Battlefield,,Colorless,,,,Units can't move from here to base.,,False,False,,https://riftbound.gg/cards/ogn-295-vilemaws-lair/
OGN-296,Void Gate,Origins,Uncommon,Battlefield,,Colorless,,,,Spells and abilities affecting units here each deal 1 Bonus Damage. (Each instance of damage the spell deals is increased by 1.),,False,False,Spells and abilities deal 1 Bonus Damage to units here. (Each instance of damage the spell deals to a unit here is increased by 1.),https://riftbound.gg/cards/ogn-296-void-gate/
